Looking for shortest distance between Arbre and AlphaCentauri...
  Travel complete, distance: 316 shortest: Infinity longest: -Infinity
  Travel complete, distance: 345 shortest: 197 longest: 603
  Travel complete, distance: 416 shortest: 197 longest: 603
  Travel complete, distance: 322 shortest: 197 longest: 603
  Travel complete, distance: 387 shortest: 197 longest: 603
  Travel complete, distance: 469 shortest: 197 longest: 603
  Travel complete, distance: 410 shortest: 197 longest: 603
  Travel complete, distance: 368 shortest: 197 longest: 603
  Travel complete, distance: 490 shortest: 197 longest: 603
  Travel complete, distance: 366 shortest: 197 longest: 603
  Travel complete, distance: 388 shortest: 197 longest: 603
  Travel complete, distance: 397 shortest: 197 longest: 603
  Travel complete, distance: 365 shortest: 197 longest: 603
  Travel complete, distance: 273 shortest: 197 longest: 603
  Travel complete, distance: 395 shortest: 197 longest: 603
  Travel complete, distance: 294 shortest: 197 longest: 603
  Travel complete, distance: 381 shortest: 197 longest: 603
  Travel complete, distance: 359 shortest: 197 longest: 603
  Travel complete, distance: 320 shortest: 197 longest: 603
  Travel complete, distance: 349 shortest: 197 longest: 603
  Travel complete, distance: 393 shortest: 197 longest: 603
  Travel complete, distance: 444 shortest: 197 longest: 603
  Travel complete, distance: 337 shortest: 197 longest: 603
  Travel complete, distance: 410 shortest: 197 longest: 603
  Travel complete, distance: 371 shortest: 197 longest: 603
  Travel complete, distance: 350 shortest: 197 longest: 603
  Travel complete, distance: 349 shortest: 197 longest: 603
  Travel complete, distance: 255 shortest: 197 longest: 603
  Travel complete, distance: 288 shortest: 197 longest: 603
  Travel complete, distance: 351 shortest: 197 longest: 603
  Travel complete, distance: 383 shortest: 197 longest: 603
  Travel complete, distance: 301 shortest: 197 longest: 603
  Travel complete, distance: 412 shortest: 197 longest: 603
  Travel complete, distance: 267 shortest: 197 longest: 603
  Travel complete, distance: 433 shortest: 197 longest: 603
  Travel complete, distance: 423 shortest: 197 longest: 603
  Travel complete, distance: 338 shortest: 197 longest: 603
  Travel complete, distance: 278 shortest: 197 longest: 603
  Travel complete, distance: 389 shortest: 197 longest: 603
  Travel complete, distance: 339 shortest: 197 longest: 603
  Travel complete, distance: 379 shortest: 197 longest: 603
  Travel complete, distance: 410 shortest: 197 longest: 603
  Travel complete, distance: 339 shortest: 197 longest: 603
  Travel complete, distance: 391 shortest: 197 longest: 603
  Travel complete, distance: 421 shortest: 197 longest: 603
  Travel complete, distance: 442 shortest: 197 longest: 603
  Travel complete, distance: 423 shortest: 197 longest: 603
  Travel complete, distance: 505 shortest: 197 longest: 603
  Travel complete, distance: 434 shortest: 197 longest: 603
  Travel complete, distance: 392 shortest: 197 longest: 603
  Travel complete, distance: 465 shortest: 197 longest: 603
  Travel complete, distance: 341 shortest: 197 longest: 603
  Travel complete, distance: 351 shortest: 197 longest: 603
  Travel complete, distance: 414 shortest: 197 longest: 603
  Travel complete, distance: 402 shortest: 197 longest: 603
  Travel complete, distance: 320 shortest: 197 longest: 603
  Travel complete, distance: 454 shortest: 197 longest: 603
  Travel complete, distance: 309 shortest: 197 longest: 603
  Travel complete, distance: 482 shortest: 197 longest: 603
  Travel complete, distance: 463 shortest: 197 longest: 603
  Travel complete, distance: 431 shortest: 197 longest: 603
  Travel complete, distance: 318 shortest: 197 longest: 603
  Travel complete, distance: 452 shortest: 197 longest: 603
  Travel complete, distance: 358 shortest: 197 longest: 603
  Travel complete, distance: 424 shortest: 197 longest: 603
  Travel complete, distance: 477 shortest: 197 longest: 603
  Travel complete, distance: 456 shortest: 197 longest: 603
  Travel complete, distance: 458 shortest: 197 longest: 603
  Travel complete, distance: 465 shortest: 197 longest: 603
  Travel complete, distance: 414 shortest: 197 longest: 603
  Travel complete, distance: 373 shortest: 197 longest: 603
  Travel complete, distance: 382 shortest: 197 longest: 603
  Travel complete, distance: 361 shortest: 197 longest: 603
  Travel complete, distance: 269 shortest: 197 longest: 603
  Travel complete, distance: 414 shortest: 197 longest: 603
  Travel complete, distance: 313 shortest: 197 longest: 603
  Travel complete, distance: 445 shortest: 197 longest: 603
  Travel complete, distance: 435 shortest: 197 longest: 603
  Travel complete, distance: 401 shortest: 197 longest: 603
  Travel complete, distance: 341 shortest: 197 longest: 603
  Travel complete, distance: 403 shortest: 197 longest: 603
  Travel complete, distance: 353 shortest: 197 longest: 603
  Travel complete, distance: 431 shortest: 197 longest: 603
  Travel complete, distance: 412 shortest: 197 longest: 603
  Travel complete, distance: 475 shortest: 197 longest: 603
  Travel complete, distance: 362 shortest: 197 longest: 603
  Travel complete, distance: 424 shortest: 197 longest: 603
  Travel complete, distance: 330 shortest: 197 longest: 603
  Travel complete, distance: 337 shortest: 197 longest: 603
  Travel complete, distance: 428 shortest: 197 longest: 603
  Travel complete, distance: 318 shortest: 197 longest: 603
  Travel complete, distance: 481 shortest: 197 longest: 603
  Travel complete, distance: 404 shortest: 197 longest: 603
  Travel complete, distance: 476 shortest: 197 longest: 603
  Travel complete, distance: 369 shortest: 197 longest: 603
  Travel complete, distance: 455 shortest: 197 longest: 603
  Travel complete, distance: 345 shortest: 197 longest: 603
  Travel complete, distance: 457 shortest: 197 longest: 603
  Travel complete, distance: 436 shortest: 197 longest: 603
  Travel complete, distance: 462 shortest: 197 longest: 603
  Travel complete, distance: 306 shortest: 197 longest: 603
  Travel complete, distance: 445 shortest: 197 longest: 603
  Travel complete, distance: 301 shortest: 197 longest: 603
  Travel complete, distance: 394 shortest: 197 longest: 603
  Travel complete, distance: 464 shortest: 197 longest: 603
  Travel complete, distance: 418 shortest: 197 longest: 603
  Travel complete, distance: 403 shortest: 197 longest: 603
  Travel complete, distance: 456 shortest: 197 longest: 603
  Travel complete, distance: 408 shortest: 197 longest: 603
  Travel complete, distance: 410 shortest: 197 longest: 603
  Travel complete, distance: 480 shortest: 197 longest: 603
  Travel complete, distance: 429 shortest: 197 longest: 603
  Travel complete, distance: 286 shortest: 197 longest: 603
  Travel complete, distance: 377 shortest: 197 longest: 603
  Travel complete, distance: 223 shortest: 197 longest: 603
  Travel complete, distance: 386 shortest: 197 longest: 603
  Travel complete, distance: 325 shortest: 197 longest: 603
  Travel complete, distance: 397 shortest: 197 longest: 603
  Travel complete, distance: 274 shortest: 197 longest: 603
  Travel complete, distance: 376 shortest: 197 longest: 603
  Travel complete, distance: 222 shortest: 197 longest: 603
  Travel complete, distance: 284 shortest: 197 longest: 603
  Travel complete, distance: 313 shortest: 197 longest: 603
  Travel complete, distance: 273 shortest: 197 longest: 603
  Travel complete, distance: 255 shortest: 197 longest: 603
  Travel complete, distance: 366 shortest: 197 longest: 603
  Travel complete, distance: 266 shortest: 197 longest: 603
  Travel complete, distance: 265 shortest: 197 longest: 603
  Travel complete, distance: 429 shortest: 197 longest: 603
  Travel complete, distance: 317 shortest: 197 longest: 603
  Travel complete, distance: 352 shortest: 197 longest: 603
  Travel complete, distance: 361 shortest: 197 longest: 603
  Travel complete, distance: 341 shortest: 197 longest: 603
  Travel complete, distance: 249 shortest: 197 longest: 603
  Travel complete, distance: 413 shortest: 197 longest: 603
  Travel complete, distance: 312 shortest: 197 longest: 603
  Travel complete, distance: 358 shortest: 197 longest: 603
  Travel complete, distance: 444 shortest: 197 longest: 603
  Travel complete, distance: 322 shortest: 197 longest: 603
  Travel complete, distance: 434 shortest: 197 longest: 603
  Travel complete, distance: 424 shortest: 197 longest: 603
  Travel complete, distance: 450 shortest: 197 longest: 603
  Travel complete, distance: 314 shortest: 197 longest: 603
  Travel complete, distance: 416 shortest: 197 longest: 603
  Travel complete, distance: 294 shortest: 197 longest: 603
  Travel complete, distance: 356 shortest: 197 longest: 603
  Travel complete, distance: 380 shortest: 197 longest: 603
  Travel complete, distance: 340 shortest: 197 longest: 603
  Travel complete, distance: 290 shortest: 197 longest: 603
  Travel complete, distance: 382 shortest: 197 longest: 603
  Travel complete, distance: 306 shortest: 197 longest: 603
  Travel complete, distance: 332 shortest: 197 longest: 603
  Travel complete, distance: 418 shortest: 197 longest: 603
  Travel complete, distance: 352 shortest: 197 longest: 603
  Travel complete, distance: 397 shortest: 197 longest: 603
  Travel complete, distance: 387 shortest: 197 longest: 603
  Travel complete, distance: 381 shortest: 197 longest: 603
  Travel complete, distance: 321 shortest: 197 longest: 603
  Travel complete, distance: 407 shortest: 197 longest: 603
  Travel complete, distance: 357 shortest: 197 longest: 603
  Travel complete, distance: 272 shortest: 197 longest: 603
  Travel complete, distance: 411 shortest: 197 longest: 603
  Travel complete, distance: 299 shortest: 197 longest: 603
  Travel complete, distance: 392 shortest: 197 longest: 603
  Travel complete, distance: 410 shortest: 197 longest: 603
  Travel complete, distance: 364 shortest: 197 longest: 603
  Travel complete, distance: 316 shortest: 197 longest: 603
  Travel complete, distance: 427 shortest: 197 longest: 603
  Travel complete, distance: 315 shortest: 197 longest: 603
  Travel complete, distance: 314 shortest: 197 longest: 603
  Travel complete, distance: 454 shortest: 197 longest: 603
  Travel complete, distance: 342 shortest: 197 longest: 603
  Travel complete, distance: 311 shortest: 197 longest: 603
  Travel complete, distance: 403 shortest: 197 longest: 603
  Travel complete, distance: 283 shortest: 197 longest: 603
  Travel complete, distance: 309 shortest: 197 longest: 603
  Travel complete, distance: 376 shortest: 197 longest: 603
  Travel complete, distance: 310 shortest: 197 longest: 603
  Travel complete, distance: 446 shortest: 197 longest: 603
  Travel complete, distance: 427 shortest: 197 longest: 603
  Travel complete, distance: 474 shortest: 197 longest: 603
  Travel complete, distance: 361 shortest: 197 longest: 603
  Travel complete, distance: 428 shortest: 197 longest: 603
  Travel complete, distance: 334 shortest: 197 longest: 603
  Travel complete, distance: 388 shortest: 197 longest: 603
  Travel complete, distance: 441 shortest: 197 longest: 603
  Travel complete, distance: 420 shortest: 197 longest: 603
  Travel complete, distance: 422 shortest: 197 longest: 603
  Travel complete, distance: 429 shortest: 197 longest: 603
  Travel complete, distance: 378 shortest: 197 longest: 603
  Travel complete, distance: 416 shortest: 197 longest: 603
  Travel complete, distance: 425 shortest: 197 longest: 603
  Travel complete, distance: 404 shortest: 197 longest: 603
  Travel complete, distance: 312 shortest: 197 longest: 603
  Travel complete, distance: 457 shortest: 197 longest: 603
  Travel complete, distance: 356 shortest: 197 longest: 603
  Travel complete, distance: 421 shortest: 197 longest: 603
  Travel complete, distance: 411 shortest: 197 longest: 603
  Travel complete, distance: 377 shortest: 197 longest: 603
  Travel complete, distance: 317 shortest: 197 longest: 603
  Travel complete, distance: 379 shortest: 197 longest: 603
  Travel complete, distance: 329 shortest: 197 longest: 603
  Travel complete, distance: 449 shortest: 197 longest: 603
  Travel complete, distance: 430 shortest: 197 longest: 603
  Travel complete, distance: 493 shortest: 197 longest: 603
  Travel complete, distance: 380 shortest: 197 longest: 603
  Travel complete, distance: 442 shortest: 197 longest: 603
  Travel complete, distance: 348 shortest: 197 longest: 603
Found all possible paths, shortest: 197, minimum: 141, longest: 603, maximum: 736
Looking for shortest distance between Snowdin and AlphaCentauri...
  Travel complete, distance: 327 shortest: Infinity longest: -Infinity
  Travel complete, distance: 409 shortest: 327 longest: 327
  Travel complete, distance: 413 shortest: 327 longest: 409
  Travel complete, distance: 395 shortest: 327 longest: 413
  Travel complete, distance: 554 shortest: 327 longest: 413
  Travel complete, distance: 454 shortest: 327 longest: 554
  Travel complete, distance: 308 shortest: 327 longest: 554
  Travel complete, distance: 449 shortest: 308 longest: 554
  Travel complete, distance: 453 shortest: 308 longest: 554
  Travel complete, distance: 477 shortest: 308 longest: 554
  Travel complete, distance: 535 shortest: 308 longest: 554
  Travel complete, distance: 418 shortest: 308 longest: 554
  Travel complete, distance: 389 shortest: 308 longest: 554
  Travel complete, distance: 516 shortest: 308 longest: 554
  Travel complete, distance: 448 shortest: 308 longest: 554
  Travel complete, distance: 558 shortest: 308 longest: 554
  Travel complete, distance: 430 shortest: 308 longest: 558
  Travel complete, distance: 413 shortest: 308 longest: 558
  Travel complete, distance: 458 shortest: 308 longest: 558
  Travel complete, distance: 444 shortest: 308 longest: 558
  Travel complete, distance: 399 shortest: 308 longest: 558
  Travel complete, distance: 427 shortest: 308 longest: 558
  Travel complete, distance: 299 shortest: 308 longest: 558
  Travel complete, distance: 341 shortest: 299 longest: 558
  Travel complete, distance: 359 shortest: 299 longest: 558
  Travel complete, distance: 441 shortest: 299 longest: 558
  Travel complete, distance: 440 shortest: 299 longest: 558
  Travel complete, distance: 422 shortest: 299 longest: 558
  Travel complete, distance: 450 shortest: 299 longest: 558
  Travel complete, distance: 350 shortest: 299 longest: 558
  Travel complete, distance: 335 shortest: 299 longest: 558
  Travel complete, distance: 345 shortest: 299 longest: 558
  Travel complete, distance: 344 shortest: 299 longest: 558
  Travel complete, distance: 301 shortest: 299 longest: 558
  Travel complete, distance: 426 shortest: 299 longest: 558
  Travel complete, distance: 373 shortest: 299 longest: 558
  Travel complete, distance: 421 shortest: 299 longest: 558
  Travel complete, distance: 412 shortest: 299 longest: 558
  Travel complete, distance: 349 shortest: 299 longest: 558
  Travel complete, distance: 387 shortest: 299 longest: 558
  Travel complete, distance: 331 shortest: 299 longest: 558
  Travel complete, distance: 378 shortest: 299 longest: 558
  Travel complete, distance: 490 shortest: 299 longest: 558
  Travel complete, distance: 471 shortest: 299 longest: 558
  Travel complete, distance: 562 shortest: 299 longest: 558
  Travel complete, distance: 518 shortest: 299 longest: 562
  Travel complete, distance: 462 shortest: 299 longest: 562
  Travel complete, distance: 437 shortest: 299 longest: 562
  Travel complete, distance: 296 shortest: 299 longest: 562
  Travel complete, distance: 437 shortest: 296 longest: 562
  Travel complete, distance: 417 shortest: 296 longest: 562
  Travel complete, distance: 441 shortest: 296 longest: 562
  Travel complete, distance: 427 shortest: 296 longest: 562
  Travel complete, distance: 310 shortest: 296 longest: 562
  Travel complete, distance: 291 shortest: 296 longest: 562
  Travel complete, distance: 301 shortest: 291 longest: 562
  Travel complete, distance: 281 shortest: 291 longest: 562
  Travel complete, distance: 238 shortest: 281 longest: 562
  Travel complete, distance: 422 shortest: 238 longest: 562
  Travel complete, distance: 369 shortest: 238 longest: 562
  Travel complete, distance: 436 shortest: 238 longest: 562
  Travel complete, distance: 450 shortest: 238 longest: 562
  Travel complete, distance: 305 shortest: 238 longest: 562
  Travel complete, distance: 383 shortest: 238 longest: 562
  Travel complete, distance: 329 shortest: 238 longest: 562
  Travel complete, distance: 393 shortest: 238 longest: 562
  Travel complete, distance: 387 shortest: 238 longest: 562
  Travel complete, distance: 391 shortest: 238 longest: 562
  Travel complete, distance: 518 shortest: 238 longest: 562
  Travel complete, distance: 455 shortest: 238 longest: 562
  Travel complete, distance: 401 shortest: 238 longest: 562
  Travel complete, distance: 334 shortest: 238 longest: 562
  Travel complete, distance: 388 shortest: 238 longest: 562
  Travel complete, distance: 515 shortest: 238 longest: 562
  Travel complete, distance: 428 shortest: 238 longest: 562
  Travel complete, distance: 538 shortest: 238 longest: 562
  Travel complete, distance: 419 shortest: 238 longest: 562
  Travel complete, distance: 402 shortest: 238 longest: 562
  Travel complete, distance: 393 shortest: 238 longest: 562
  Travel complete, distance: 384 shortest: 238 longest: 562
  Travel complete, distance: 297 shortest: 238 longest: 562
  Travel complete, distance: 335 shortest: 238 longest: 562
  Travel complete, distance: 424 shortest: 238 longest: 562
  Travel complete, distance: 471 shortest: 238 longest: 562
  Travel complete, distance: 452 shortest: 238 longest: 562
  Travel complete, distance: 466 shortest: 238 longest: 562
  Travel complete, distance: 316 shortest: 238 longest: 562
  Travel complete, distance: 394 shortest: 238 longest: 562
  Travel complete, distance: 426 shortest: 238 longest: 562
  Travel complete, distance: 490 shortest: 238 longest: 562
  Travel complete, distance: 298 shortest: 238 longest: 562
  Travel complete, distance: 321 shortest: 238 longest: 562
  Travel complete, distance: 434 shortest: 238 longest: 562
  Travel complete, distance: 385 shortest: 238 longest: 562
  Travel complete, distance: 417 shortest: 238 longest: 562
  Travel complete, distance: 345 shortest: 238 longest: 562
  Travel complete, distance: 305 shortest: 238 longest: 562
  Travel complete, distance: 291 shortest: 238 longest: 562
  Travel complete, distance: 286 shortest: 238 longest: 562
  Travel complete, distance: 314 shortest: 238 longest: 562
  Travel complete, distance: 267 shortest: 238 longest: 562
  Travel complete, distance: 309 shortest: 238 longest: 562
  Travel complete, distance: 441 shortest: 238 longest: 562
  Travel complete, distance: 422 shortest: 238 longest: 562
  Travel complete, distance: 417 shortest: 238 longest: 562
  Travel complete, distance: 373 shortest: 238 longest: 562
  Travel complete, distance: 403 shortest: 238 longest: 562
  Travel complete, distance: 378 shortest: 238 longest: 562
  Travel complete, distance: 382 shortest: 238 longest: 562
  Travel complete, distance: 386 shortest: 238 longest: 562
  Travel complete, distance: 377 shortest: 238 longest: 562
  Travel complete, distance: 314 shortest: 238 longest: 562
  Travel complete, distance: 405 shortest: 238 longest: 562
  Travel complete, distance: 338 shortest: 238 longest: 562
  Travel complete, distance: 277 shortest: 238 longest: 562
  Travel complete, distance: 300 shortest: 238 longest: 562
  Travel complete, distance: 282 shortest: 238 longest: 562
  Travel complete, distance: 233 shortest: 238 longest: 562
  Travel complete, distance: 324 shortest: 233 longest: 562
  Travel complete, distance: 252 shortest: 233 longest: 562
  Travel complete, distance: 421 shortest: 233 longest: 562
  Travel complete, distance: 503 shortest: 233 longest: 562
  Travel complete, distance: 507 shortest: 233 longest: 562
  Travel complete, distance: 489 shortest: 233 longest: 562
  Travel complete, distance: 648 shortest: 233 longest: 562
  Travel complete, distance: 548 shortest: 233 longest: 648
  Travel complete, distance: 358 shortest: 233 longest: 648
  Travel complete, distance: 499 shortest: 233 longest: 648
  Travel complete, distance: 503 shortest: 233 longest: 648
  Travel complete, distance: 527 shortest: 233 longest: 648
  Travel complete, distance: 585 shortest: 233 longest: 648
  Travel complete, distance: 468 shortest: 233 longest: 648
  Travel complete, distance: 455 shortest: 233 longest: 648
  Travel complete, distance: 582 shortest: 233 longest: 648
  Travel complete, distance: 514 shortest: 233 longest: 648
  Travel complete, distance: 624 shortest: 233 longest: 648
  Travel complete, distance: 496 shortest: 233 longest: 648
  Travel complete, distance: 479 shortest: 233 longest: 648
  Travel complete, distance: 503 shortest: 233 longest: 648
  Travel complete, distance: 489 shortest: 233 longest: 648
  Travel complete, distance: 444 shortest: 233 longest: 648
  Travel complete, distance: 472 shortest: 233 longest: 648
  Travel complete, distance: 344 shortest: 233 longest: 648
  Travel complete, distance: 386 shortest: 233 longest: 648
  Travel complete, distance: 409 shortest: 233 longest: 648
  Travel complete, distance: 491 shortest: 233 longest: 648
  Travel complete, distance: 506 shortest: 233 longest: 648
  Travel complete, distance: 488 shortest: 233 longest: 648
  Travel complete, distance: 495 shortest: 233 longest: 648
  Travel complete, distance: 395 shortest: 233 longest: 648
  Travel complete, distance: 357 shortest: 233 longest: 648
  Travel complete, distance: 346 shortest: 233 longest: 648
  Travel complete, distance: 361 shortest: 233 longest: 648
  Travel complete, distance: 397 shortest: 233 longest: 648
  Travel complete, distance: 443 shortest: 233 longest: 648
  Travel complete, distance: 490 shortest: 233 longest: 648
  Travel complete, distance: 443 shortest: 233 longest: 648
  Travel complete, distance: 429 shortest: 233 longest: 648
  Travel complete, distance: 350 shortest: 233 longest: 648
  Travel complete, distance: 483 shortest: 233 longest: 648
  Travel complete, distance: 332 shortest: 233 longest: 648
  Travel complete, distance: 479 shortest: 233 longest: 648
  Travel complete, distance: 491 shortest: 233 longest: 648
  Travel complete, distance: 488 shortest: 233 longest: 648
  Travel complete, distance: 584 shortest: 233 longest: 648
  Travel complete, distance: 635 shortest: 233 longest: 648
  Travel complete, distance: 484 shortest: 233 longest: 648
  Travel complete, distance: 538 shortest: 233 longest: 648
  Travel complete, distance: 390 shortest: 233 longest: 648
  Travel complete, distance: 531 shortest: 233 longest: 648
  Travel complete, distance: 483 shortest: 233 longest: 648
  Travel complete, distance: 507 shortest: 233 longest: 648
  Travel complete, distance: 472 shortest: 233 longest: 648
  Travel complete, distance: 355 shortest: 233 longest: 648
  Travel complete, distance: 401 shortest: 233 longest: 648
  Travel complete, distance: 390 shortest: 233 longest: 648
  Travel complete, distance: 342 shortest: 233 longest: 648
  Travel complete, distance: 378 shortest: 233 longest: 648
  Travel complete, distance: 483 shortest: 233 longest: 648
  Travel complete, distance: 530 shortest: 233 longest: 648
  Travel complete, distance: 546 shortest: 233 longest: 648
  Travel complete, distance: 511 shortest: 233 longest: 648
  Travel complete, distance: 394 shortest: 233 longest: 648
  Travel complete, distance: 523 shortest: 233 longest: 648
  Travel complete, distance: 418 shortest: 233 longest: 648
  Travel complete, distance: 582 shortest: 233 longest: 648
  Travel complete, distance: 476 shortest: 233 longest: 648
  Travel complete, distance: 452 shortest: 233 longest: 648
  Travel complete, distance: 628 shortest: 233 longest: 648
  Travel complete, distance: 616 shortest: 233 longest: 648
  Travel complete, distance: 511 shortest: 233 longest: 648
  Travel complete, distance: 523 shortest: 233 longest: 648
  Travel complete, distance: 482 shortest: 233 longest: 648
  Travel complete, distance: 609 shortest: 233 longest: 648
  Travel complete, distance: 478 shortest: 233 longest: 648
  Travel complete, distance: 588 shortest: 233 longest: 648
  Travel complete, distance: 464 shortest: 233 longest: 648
  Travel complete, distance: 447 shortest: 233 longest: 648
  Travel complete, distance: 471 shortest: 233 longest: 648
  Travel complete, distance: 457 shortest: 233 longest: 648
  Travel complete, distance: 326 shortest: 233 longest: 648
  Travel complete, distance: 459 shortest: 233 longest: 648
  Travel complete, distance: 453 shortest: 233 longest: 648
  Travel complete, distance: 600 shortest: 233 longest: 648
  Travel complete, distance: 530 shortest: 233 longest: 648
  Travel complete, distance: 495 shortest: 233 longest: 648
  Travel complete, distance: 389 shortest: 233 longest: 648
  Travel complete, distance: 518 shortest: 233 longest: 648
  Travel complete, distance: 499 shortest: 233 longest: 648
  Travel complete, distance: 663 shortest: 233 longest: 648
  Travel complete, distance: 371 shortest: 233 longest: 663
  Travel complete, distance: 350 shortest: 233 longest: 663
  Travel complete, distance: 512 shortest: 233 longest: 663
  Travel complete, distance: 514 shortest: 233 longest: 663
  Travel complete, distance: 495 shortest: 233 longest: 663
  Travel complete, distance: 518 shortest: 233 longest: 663
  Travel complete, distance: 399 shortest: 233 longest: 663
  Travel complete, distance: 385 shortest: 233 longest: 663
  Travel complete, distance: 336 shortest: 233 longest: 663
  Travel complete, distance: 364 shortest: 233 longest: 663
  Travel complete, distance: 333 shortest: 233 longest: 663
  Travel complete, distance: 375 shortest: 233 longest: 663
  Travel complete, distance: 540 shortest: 233 longest: 663
  Travel complete, distance: 537 shortest: 233 longest: 663
  Travel complete, distance: 488 shortest: 233 longest: 663
  Travel complete, distance: 539 shortest: 233 longest: 663
  Travel complete, distance: 474 shortest: 233 longest: 663
  Travel complete, distance: 528 shortest: 233 longest: 663
  Travel complete, distance: 481 shortest: 233 longest: 663
  Travel complete, distance: 457 shortest: 233 longest: 663
  Travel complete, distance: 492 shortest: 233 longest: 663
  Travel complete, distance: 480 shortest: 233 longest: 663
  Travel complete, distance: 520 shortest: 233 longest: 663
  Travel complete, distance: 532 shortest: 233 longest: 663
  Travel complete, distance: 392 shortest: 233 longest: 663
  Travel complete, distance: 371 shortest: 233 longest: 663
  Travel complete, distance: 381 shortest: 233 longest: 663
  Travel complete, distance: 383 shortest: 233 longest: 663
  Travel complete, distance: 423 shortest: 233 longest: 663
  Travel complete, distance: 446 shortest: 233 longest: 663
  Travel complete, distance: 472 shortest: 233 longest: 663
  Travel complete, distance: 554 shortest: 233 longest: 663
  Travel complete, distance: 553 shortest: 233 longest: 663
  Travel complete, distance: 535 shortest: 233 longest: 663
  Travel complete, distance: 563 shortest: 233 longest: 663
  Travel complete, distance: 463 shortest: 233 longest: 663
  Travel complete, distance: 436 shortest: 233 longest: 663
  Travel complete, distance: 446 shortest: 233 longest: 663
  Travel complete, distance: 445 shortest: 233 longest: 663
  Travel complete, distance: 402 shortest: 233 longest: 663
  Travel complete, distance: 527 shortest: 233 longest: 663
  Travel complete, distance: 474 shortest: 233 longest: 663
  Travel complete, distance: 533 shortest: 233 longest: 663
  Travel complete, distance: 524 shortest: 233 longest: 663
  Travel complete, distance: 461 shortest: 233 longest: 663
  Travel complete, distance: 499 shortest: 233 longest: 663
  Travel complete, distance: 443 shortest: 233 longest: 663
  Travel complete, distance: 490 shortest: 233 longest: 663
  Travel complete, distance: 450 shortest: 233 longest: 663
  Travel complete, distance: 431 shortest: 233 longest: 663
  Travel complete, distance: 522 shortest: 233 longest: 663
  Travel complete, distance: 478 shortest: 233 longest: 663
  Travel complete, distance: 422 shortest: 233 longest: 663
  Travel complete, distance: 397 shortest: 233 longest: 663
  Travel complete, distance: 428 shortest: 233 longest: 663
  Travel complete, distance: 510 shortest: 233 longest: 663
  Travel complete, distance: 525 shortest: 233 longest: 663
  Travel complete, distance: 507 shortest: 233 longest: 663
  Travel complete, distance: 514 shortest: 233 longest: 663
  Travel complete, distance: 414 shortest: 233 longest: 663
  Travel complete, distance: 408 shortest: 233 longest: 663
  Travel complete, distance: 397 shortest: 233 longest: 663
  Travel complete, distance: 412 shortest: 233 longest: 663
  Travel complete, distance: 448 shortest: 233 longest: 663
  Travel complete, distance: 494 shortest: 233 longest: 663
  Travel complete, distance: 541 shortest: 233 longest: 663
  Travel complete, distance: 489 shortest: 233 longest: 663
  Travel complete, distance: 475 shortest: 233 longest: 663
  Travel complete, distance: 396 shortest: 233 longest: 663
  Travel complete, distance: 529 shortest: 233 longest: 663
  Travel complete, distance: 378 shortest: 233 longest: 663
  Travel complete, distance: 525 shortest: 233 longest: 663
  Travel complete, distance: 406 shortest: 233 longest: 663
  Travel complete, distance: 403 shortest: 233 longest: 663
  Travel complete, distance: 499 shortest: 233 longest: 663
  Travel complete, distance: 550 shortest: 233 longest: 663
  Travel complete, distance: 399 shortest: 233 longest: 663
  Travel complete, distance: 453 shortest: 233 longest: 663
  Travel complete, distance: 404 shortest: 233 longest: 663
  Travel complete, distance: 414 shortest: 233 longest: 663
  Travel complete, distance: 393 shortest: 233 longest: 663
  Travel complete, distance: 350 shortest: 233 longest: 663
  Travel complete, distance: 382 shortest: 233 longest: 663
  Travel complete, distance: 329 shortest: 233 longest: 663
  Travel complete, distance: 420 shortest: 233 longest: 663
  Travel complete, distance: 409 shortest: 233 longest: 663
  Travel complete, distance: 388 shortest: 233 longest: 663
  Travel complete, distance: 424 shortest: 233 longest: 663
  Travel complete, distance: 398 shortest: 233 longest: 663
  Travel complete, distance: 445 shortest: 233 longest: 663
  Travel complete, distance: 429 shortest: 233 longest: 663
  Travel complete, distance: 354 shortest: 233 longest: 663
  Travel complete, distance: 408 shortest: 233 longest: 663
  Travel complete, distance: 433 shortest: 233 longest: 663
  Travel complete, distance: 365 shortest: 233 longest: 663
  Travel complete, distance: 465 shortest: 233 longest: 663
  Travel complete, distance: 490 shortest: 233 longest: 663
  Travel complete, distance: 426 shortest: 233 longest: 663
  Travel complete, distance: 511 shortest: 233 longest: 663
  Travel complete, distance: 526 shortest: 233 longest: 663
  Travel complete, distance: 458 shortest: 233 longest: 663
  Travel complete, distance: 537 shortest: 233 longest: 663
  Travel complete, distance: 506 shortest: 233 longest: 663
  Travel complete, distance: 497 shortest: 233 longest: 663
  Travel complete, distance: 398 shortest: 233 longest: 663
  Travel complete, distance: 436 shortest: 233 longest: 663
  Travel complete, distance: 384 shortest: 233 longest: 663
  Travel complete, distance: 431 shortest: 233 longest: 663
  Travel complete, distance: 490 shortest: 233 longest: 663
  Travel complete, distance: 476 shortest: 233 longest: 663
  Travel complete, distance: 377 shortest: 233 longest: 663
  Travel complete, distance: 510 shortest: 233 longest: 663
  Travel complete, distance: 368 shortest: 233 longest: 663
  Travel complete, distance: 515 shortest: 233 longest: 663
  Travel complete, distance: 418 shortest: 233 longest: 663
  Travel complete, distance: 343 shortest: 233 longest: 663
